Altitude,Latitude,Longitude
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
123.79610443115234,47.64133503042518,-122.13954473271505
